"Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio"
"0",58,"M",0,"High School","Married","$80K - $120K","Blue",36,6,3,2,2994,2351,643,0.469,1540,32,0.185,0.785
"0",49,"M",4,"Graduate","Single","$80K - $120K","Blue",36,5,1,3,1963,1516,447,0.872,4150,75,0.744,0.772
"0",39,"M",3,"College","Single","$120K +","Blue",30,4,2,1,8842,0,8842,0.624,4493,79,0.756,0
"0",37,"M",2,"High School","Single","$40K - $60K","Blue",24,6,2,3,11699,1758,9941,0.869,2007,46,1,0.15
"0",56,"M",2,"High School","Unknown","$80K - $120K","Blue",36,1,1,1,4731,831,3900,0.96,14952,118,0.788,0.176
"0",49,"F",4,"Doctorate","Single","$40K - $60K","Blue",39,5,3,1,3255,603,2652,0.617,4045,62,0.824,0.185
"0",59,"F",1,"College","Unknown","Less than $40K","Blue",49,6,5,4,4072,0,4072,0.464,1966,43,1.15,0
"0",53,"M",1,"Graduate","Single","$120K +","Blue",38,4,3,3,1891,922,969,0.812,3822,69,0.533,0.488
"0",30,"M",1,"Graduate","Single","$60K - $80K","Blue",36,6,1,2,11371,1015,10356,1.483,2768,68,0.889,0.089
"0",39,"M",2,"Graduate","Married","$40K - $60K","Blue",31,5,3,2,8687,1146,7541,1.8,2279,33,1.357,0.132
"0",52,"M",0,"Unknown","Married","$80K - $120K","Blue",36,4,3,4,4675,0,4675,0.863,3487,69,0.683,0
"0",45,"F",3,"Graduate","Unknown","$40K - $60K","Blue",35,2,3,2,4318,2359,1959,0.993,12867,118,0.573,0.546
"0",65,"M",1,"Unknown","Married","$40K - $60K","Blue",54,6,2,3,9095,1587,7508,1.433,1314,26,1.364,0.174
"0",38,"F",2,"High School","Married","$40K - $60K","Blue",27,3,2,3,1776,1586,190,0.798,4350,71,0.868,0.893
"0",45,"F",0,"Unknown","Single","Less than $40K","Blue",36,6,2,3,3230,2517,713,0.615,1931,57,0.425,0.779
"0",44,"M",4,"Unknown","Single","$60K - $80K","Blue",36,3,1,2,18721,1568,17153,0.788,4537,81,0.8,0.084
"0",50,"F",4,"High School","Divorced","Less than $40K","Blue",43,6,3,4,5908,0,5908,0.822,3313,72,0.756,0
"0",46,"F",2,"High School","Married","Less than $40K","Blue",35,6,4,3,4675,1734,2941,0.413,1232,34,0.545,0.371
"0",47,"M",3,"Graduate","Unknown","$60K - $80K","Blue",36,4,3,2,21142,0,21142,0.812,4360,66,1.357,0
"0",39,"F",2,"Uneducated","Married","Less than $40K","Blue",26,5,3,2,3471,2517,954,0.743,1771,34,0.889,0.725
"0",33,"M",2,"College","Married","$80K - $120K","Blue",36,3,1,2,2355,1773,582,0.774,1765,27,0.929,0.753
"0",31,"F",0,"High School","Married","Less than $40K","Blue",13,5,2,3,3201,984,2217,0.639,5155,77,0.925,0.307
"0",55,"M",0,"Unknown","Single","$60K - $80K","Blue",36,3,3,3,1467,0,1467,0.739,4226,74,0.85,0
"0",42,"M",4,"Graduate","Married","$60K - $80K","Silver",33,1,2,1,6224,0,6224,0.63,7612,82,0.783,0
"0",32,"M",2,"Uneducated","Single","$80K - $120K","Silver",20,2,3,3,34516,2136,32380,0.849,14667,119,0.75,0.062
"0",37,"F",2,"Graduate","Divorced","Less than $40K","Blue",36,4,3,3,1734,987,747,0.879,4727,67,0.914,0.569
"0",52,"F",2,"High School","Single","Unknown","Blue",32,6,1,3,1461,0,1461,0.676,4633,80,0.778,0
"0",45,"F",4,"Uneducated","Single","Less than $40K","Blue",39,6,2,3,2202,1414,788,0.593,4531,77,0.54,0.642
"0",44,"M",4,"Graduate","Single","$80K - $120K","Blue",37,3,3,1,14388,2517,11871,0.709,7042,85,0.635,0.175
"0",43,"M",3,"Graduate","Single","$120K +","Blue",23,5,2,2,4121,2084,2037,0.807,3462,49,1.042,0.506
"0",39,"M",2,"Graduate","Married","$80K - $120K","Blue",27,4,2,2,9959,1476,8483,0.952,2760,44,1,0.148
"0",55,"F",2,"Graduate","Married","Less than $40K","Blue",42,5,3,3,2216,1034,1182,0.758,1540,36,0.286,0.467
"0",48,"F",2,"Graduate","Married","Less than $40K","Blue",37,4,2,1,3378,0,3378,0.58,4761,81,0.884,0
"0",50,"M",1,"Graduate","Single","$120K +","Blue",41,4,1,3,13032,1701,11331,0.904,4348,77,0.878,0.131
"0",51,"M",3,"Unknown","Married","$80K - $120K","Blue",43,3,4,5,13933,1019,12914,0.875,3504,62,0.771,0.073
"0",38,"M",3,"High School","Married","$80K - $120K","Blue",22,4,2,3,6361,694,5667,0.844,1499,31,0.938,0.109
"0",38,"M",1,"Unknown","Single","$80K - $120K","Blue",29,2,2,3,10972,0,10972,0.697,4401,73,0.698,0
"0",52,"M",3,"College","Married","$80K - $120K","Blue",33,3,3,4,27751,1018,26733,0.426,1427,25,0.667,0.037
"0",37,"M",3,"Uneducated","Single","$80K - $120K","Blue",26,4,2,2,23622,1153,22469,0.666,2574,65,0.625,0.049
"0",45,"F",4,"High School","Divorced","$40K - $60K","Blue",31,5,2,4,4701,1170,3531,0.547,4136,77,0.604,0.249
"0",37,"M",2,"Graduate","Divorced","$80K - $120K","Blue",25,3,2,2,25187,2209,22978,0.799,16606,96,0.778,0.088
"0",62,"M",1,"Unknown","Single","Unknown","Blue",36,5,1,1,18457,2248,16209,0.578,3603,69,0.643,0.122
"0",65,"M",1,"College","Married","Less than $40K","Blue",56,5,3,2,4189,0,4189,0.715,1597,31,0.722,0
"0",52,"M",5,"Unknown","Single","$60K - $80K","Blue",36,2,3,2,23712,2195,21517,0.754,16258,115,0.855,0.093
"0",48,"M",3,"Unknown","Unknown","$80K - $120K","Platinum",40,1,2,3,34516,1723,32793,0.628,13853,98,0.782,0.05
"0",46,"M",2,"High School","Married","$40K - $60K","Blue",40,3,3,0,3981,0,3981,0.626,14340,114,0.781,0
"0",51,"F",1,"High School","Married","Less than $40K","Blue",38,1,1,2,5189,1171,4018,0.732,16563,94,0.741,0.226
"0",52,"M",2,"Post-Graduate","Married","$80K - $120K","Blue",36,6,4,1,1981,1448,533,0.723,4639,61,0.743,0.731
"0",38,"M",3,"High School","Married","$40K - $60K","Blue",32,6,6,2,8603,1046,7557,0.826,1758,40,0.739,0.122
"0",43,"F",3,"Graduate","Single","Less than $40K","Blue",35,1,3,2,1620,771,849,0.675,4387,91,0.655,0.476
"0",50,"F",1,"Unknown","Unknown","Less than $40K","Blue",42,1,1,2,2210,1539,671,0.843,4937,75,0.974,0.696
"0",35,"F",2,"Unknown","Married","$40K - $60K","Blue",15,4,2,1,1438.3,834,604.3,0.684,4551,82,0.64,0.58
"0",43,"F",1,"Graduate","Unknown","Less than $40K","Blue",32,4,4,3,1834,1416,418,0.868,5653,79,0.927,0.772
"0",56,"M",2,"Graduate","Married","$40K - $60K","Blue",49,3,5,3,3059,2387,672,0.808,4774,81,0.761,0.78
"0",49,"M",4,"Post-Graduate","Single","$80K - $120K","Blue",42,3,2,1,30885,2018,28867,0.904,17350,115,0.62,0.065
"0",45,"M",3,"Graduate","Single","$120K +","Blue",31,5,2,2,3534,0,3534,0.536,3973,66,0.784,0
"0",46,"M",1,"Graduate","Divorced","$120K +","Blue",30,6,2,2,2016,797,1219,1.108,3772,62,0.879,0.395
"0",57,"F",2,"Graduate","Married","$40K - $60K","Blue",47,5,2,2,4682,1010,3672,0.638,4322,83,0.694,0.216
"0",52,"M",3,"Graduate","Single","$80K - $120K","Blue",47,1,3,3,25410,0,25410,0.559,5472,70,0.591,0
"0",50,"F",3,"High School","Single","Less than $40K","Silver",39,4,3,4,11176,2422,8754,1.003,2682,64,0.641,0.217
"0",40,"F",4,"Graduate","Married","Less than $40K","Blue",36,5,5,1,1577,1286,291,0.571,3453,52,1.08,0.815
"0",30,"F",0,"Unknown","Single","Less than $40K","Blue",36,1,1,1,2367,1220,1147,1.04,5568,90,0.957,0.515
"0",39,"M",2,"Unknown","Married","$80K - $120K","Blue",27,3,3,2,34516,1629,32887,1.078,3448,53,1.038,0.047
"0",48,"F",4,"College","Single","Less than $40K","Blue",42,2,3,2,1438.3,0,1438.3,0.707,5045,82,0.745,0
"0",49,"F",3,"College","Married","Less than $40K","Blue",29,6,1,2,2548,1998,550,0.679,4702,79,0.927,0.784
"0",50,"F",2,"Graduate","Single","Unknown","Blue",41,5,2,4,4846,2490,2356,0.788,3724,61,0.605,0.514
"0",55,"F",3,"Graduate","Single","Less than $40K","Blue",36,4,1,3,2069,1028,1041,0.648,4414,82,0.783,0.497
"0",52,"M",3,"Doctorate","Married","$60K - $80K","Blue",40,6,2,2,5376,804,4572,0.51,4511,74,0.682,0.15
"0",56,"F",3,"High School","Married","Unknown","Blue",41,3,2,3,4169,1549,2620,0.768,4519,82,0.708,0.372
"0",48,"M",3,"Graduate","Married","$80K - $120K","Blue",37,5,2,1,34516,1416,33100,0.491,4026,65,0.512,0.041
"0",48,"F",4,"Uneducated","Married","Less than $40K","Blue",41,5,3,4,2340,1680,660,0.791,4751,83,0.804,0.718
"0",41,"M",3,"High School","Married","$80K - $120K","Blue",33,2,1,1,13818,609,13209,0.787,13209,101,0.656,0.044
"0",51,"F",1,"Graduate","Single","Unknown","Blue",41,3,2,2,9352,1429,7923,0.728,3536,71,0.69,0.153
"0",43,"F",3,"High School","Married","Less than $40K","Blue",24,2,2,1,1484,0,1484,0.532,4838,81,0.929,0
"0",61,"M",0,"Graduate","Married","$60K - $80K","Blue",54,3,2,0,1616,1047,569,0.984,1389,33,1.2,0.648
"0",48,"F",2,"Graduate","Married","Less than $40K","Blue",37,4,2,1,3378,0,3378,0.58,4761,81,0.884,0
"0",51,"M",1,"Graduate","Married","$60K - $80K","Blue",35,3,3,2,9589,628,8961,0.695,3971,66,0.784,0.065
"0",33,"F",2,"Graduate","Single","Less than $40K","Blue",19,3,2,3,5141,1737,3404,0.985,5859,82,0.783,0.338
"0",43,"M",5,"Uneducated","Married","$120K +","Blue",31,4,3,4,34516,830,33686,0.54,3789,57,0.541,0.024
"0",57,"F",0,"High School","Divorced","Less than $40K","Blue",36,5,1,3,3532,869,2663,1.038,4297,64,0.778,0.246
"0",53,"F",1,"Doctorate","Single","Less than $40K","Blue",48,4,3,3,2267,1469,798,0.716,3709,64,0.684,0.648
"0",38,"M",1,"Uneducated","Married","Less than $40K","Blue",31,6,3,3,6236,1204,5032,0.817,5389,84,0.826,0.193
"0",48,"F",3,"Graduate","Divorced","Less than $40K","Blue",31,6,2,2,9816,0,9816,0.673,3489,81,0.528,0
"0",46,"M",5,"Uneducated","Single","$40K - $60K","Blue",40,6,2,2,7333,875,6458,0.807,3636,48,1.286,0.119
"0",44,"F",3,"College","Single","Unknown","Blue",40,2,1,3,3269,0,3269,0.797,5022,85,0.771,0
"0",39,"F",2,"Graduate","Married","Less than $40K","Blue",34,4,5,2,1438.3,859,579.3,0.808,4409,72,0.674,0.597
"0",61,"M",0,"Graduate","Married","Unknown","Blue",36,2,3,3,6959,945,6014,0.816,4553,84,0.714,0.136
"0",49,"M",5,"High School","Single","$60K - $80K","Blue",36,1,2,2,5578,0,5578,0.627,3459,53,0.71,0
"0",49,"F",3,"Graduate","Unknown","Unknown","Blue",44,5,2,1,2222,694,1528,0.903,4372,65,0.711,0.312
"0",44,"M",4,"Unknown","Single","$60K - $80K","Blue",36,3,1,2,18721,1568,17153,0.788,4537,81,0.8,0.084
"0",58,"F",3,"Unknown","Married","Less than $40K","Blue",48,2,1,2,3603,1465,2138,0.63,14235,101,0.656,0.407
"0",51,"M",2,"Graduate","Married","$60K - $80K","Silver",36,3,6,3,26142,0,26142,0.651,3969,78,0.902,0
"0",53,"F",1,"Post-Graduate","Single","$40K - $60K","Blue",43,5,1,0,2618,2026,592,0.669,4198,68,0.619,0.774
"0",56,"F",2,"Graduate","Single","Less than $40K","Blue",43,5,3,2,1438.3,787,651.3,0.737,4830,79,0.756,0.547
"0",44,"F",2,"High School","Married","$40K - $60K","Blue",32,2,2,3,7244,2031,5213,0.724,7925,90,0.5,0.28
"0",43,"M",2,"High School","Single","$60K - $80K","Blue",35,5,2,2,1849,1293,556,0.835,4678,71,0.972,0.699
"0",54,"F",1,"High School","Married","Less than $40K","Blue",41,3,3,2,3784,2517,1267,0.648,15199,96,0.684,0.665
"0",57,"F",0,"Graduate","Married","Less than $40K","Blue",45,6,1,2,2448,0,2448,0.606,5464,98,0.607,0
"0",46,"F",4,"Post-Graduate","Married","Unknown","Blue",38,6,3,2,13816,955,12861,0.699,4238,73,0.659,0.069
"0",53,"M",1,"Graduate","Single","$80K - $120K","Blue",36,4,2,4,17742,1463,16279,0.803,3369,55,0.774,0.082
"0",56,"F",3,"Graduate","Single","$40K - $60K","Blue",36,4,1,0,5108,1656,3452,0.711,1631,41,0.323,0.324
"0",52,"M",1,"High School","Married","$120K +","Blue",36,5,3,3,31733,0,31733,0.735,3723,53,0.767,0
"0",41,"F",4,"Unknown","Married","Less than $40K","Blue",31,4,3,4,2934,933,2001,0.898,4253,66,0.737,0.318
"0",49,"F",3,"College","Married","Less than $40K","Blue",29,6,1,2,2548,1998,550,0.679,4702,79,0.927,0.784
"0",39,"F",2,"Graduate","Single","Less than $40K","Silver",29,3,3,2,10024,913,9111,0.568,3906,78,0.592,0.091
"0",44,"M",3,"Graduate","Married","$120K +","Blue",31,2,2,3,3977,1325,2652,0.769,4076,62,0.632,0.333
"0",50,"F",2,"Graduate","Married","Less than $40K","Blue",37,3,2,4,1963,1357,606,0.689,1861,51,0.7,0.691
"0",46,"M",0,"Graduate","Single","$120K +","Blue",36,6,2,1,2692,1631,1061,0.99,4619,83,0.694,0.606
"0",52,"M",1,"Post-Graduate","Unknown","$80K - $120K","Blue",40,2,1,2,5520,2448,3072,0.862,14330,116,0.681,0.443
"0",52,"F",1,"High School","Married","Less than $40K","Blue",45,6,3,3,6703,893,5810,0.567,1388,28,0.75,0.133
"0",47,"F",3,"Uneducated","Unknown","Less than $40K","Blue",29,2,2,3,2814,1595,1219,0.658,4766,87,0.582,0.567
"0",48,"M",5,"Graduate","Married","$80K - $120K","Blue",42,6,3,3,12882,1402,11480,0.783,4407,84,0.647,0.109
"0",38,"M",1,"Graduate","Single","$80K - $120K","Blue",25,5,0,1,16665,1147,15518,0.799,4657,78,0.696,0.069
"0",44,"M",3,"Unknown","Married","$60K - $80K","Blue",37,3,2,3,6224,0,6224,0.738,1463,34,0.889,0
"0",47,"M",4,"High School","Married","$80K - $120K","Blue",36,3,3,4,8217,0,8217,0.678,1848,56,0.514,0
"0",26,"F",1,"Uneducated","Single","Unknown","Blue",13,6,2,3,12007,956,11051,0.832,2678,50,0.471,0.08
"0",47,"F",3,"Unknown","Unknown","Less than $40K","Blue",36,6,2,3,1953,1089,864,0.859,4636,70,0.707,0.558
"0",49,"F",4,"Doctorate","Married","Unknown","Blue",39,4,4,1,2333,1414,919,0.632,5137,89,0.679,0.606
"0",44,"M",1,"Unknown","Married","Unknown","Blue",34,6,2,0,2885,1895,990,0.387,1366,31,0.632,0.657
"0",39,"M",3,"Unknown","Single","$40K - $60K","Blue",24,3,1,4,4562,1721,2841,0.896,1896,50,1.5,0.377
"0",46,"M",2,"High School","Married","$40K - $60K","Blue",40,3,3,0,3981,0,3981,0.626,14340,114,0.781,0
"0",46,"F",3,"Graduate","Divorced","Less than $40K","Blue",37,6,1,0,9013,0,9013,0.597,3819,71,0.614,0
"0",50,"M",1,"Graduate","Married","$120K +","Silver",38,4,3,3,34516,1915,32601,0.625,3828,65,1.321,0.055
"0",48,"F",4,"Post-Graduate","Unknown","Less than $40K","Blue",43,4,1,3,2357,1462,895,0.734,4534,75,1.027,0.62
"0",54,"M",1,"Unknown","Married","$80K - $120K","Blue",43,4,2,4,32558,2016,30542,0.506,1440,37,0.423,0.062
"0",57,"F",1,"College","Single","Unknown","Blue",46,6,1,1,4283,488,3795,0.865,4689,65,0.477,0.114
"0",36,"F",3,"Uneducated","Unknown","Unknown","Blue",28,5,3,2,5393,2509,2884,0.679,4769,102,0.729,0.465
"0",49,"F",1,"Unknown","Married","Less than $40K","Blue",37,5,5,2,3208,0,3208,0.923,4531,86,0.83,0
"0",65,"M",1,"Graduate","Single","Unknown","Blue",53,6,2,3,10775,1787,8988,0.648,3432,70,0.75,0.166
"0",44,"F",3,"Doctorate","Married","Less than $40K","Blue",36,4,3,0,1975,1264,711,0.671,2959,63,0.8,0.64
"0",55,"M",2,"Graduate","Married","$120K +","Blue",50,3,2,0,10916,1536,9380,1.317,1592,34,1,0.141
"0",41,"M",4,"College","Married","$80K - $120K","Silver",34,4,3,3,34516,1347,33169,0.801,1005,22,1,0.039
"0",54,"F",1,"Uneducated","Married","Less than $40K","Blue",40,5,2,4,2178,1144,1034,1.585,1724,47,1.043,0.525
"0",36,"M",1,"Graduate","Single","$80K - $120K","Blue",27,3,2,4,3761,1710,2051,0.627,3240,65,0.585,0.455
"0",60,"M",0,"Graduate","Married","$40K - $60K","Blue",41,3,2,4,2458,1880,578,0.759,1238,30,0.579,0.765
"0",56,"F",4,"High School","Single","$40K - $60K","Blue",44,3,2,2,2610,1988,622,0.576,4127,69,0.533,0.762
"0",38,"M",3,"Uneducated","Single","$60K - $80K","Silver",31,5,3,2,34516,1566,32950,1.106,3961,53,0.893,0.045
"0",51,"F",1,"Doctorate","Married","Unknown","Blue",45,6,2,1,7336,1031,6305,0.658,3812,67,0.675,0.141
"0",46,"F",2,"High School","Married","Unknown","Blue",39,3,1,2,12295,1292,11003,0.537,4177,63,0.75,0.105
"0",46,"M",2,"High School","Unknown","Less than $40K","Blue",37,3,1,1,6118,1092,5026,0.757,4434,81,0.62,0.178
"0",62,"M",1,"High School","Married","$40K - $60K","Blue",43,5,1,3,4450,1444,3006,0.465,1326,44,0.419,0.324
"0",48,"F",4,"Post-Graduate","Unknown","Less than $40K","Blue",43,4,1,3,2357,1462,895,0.734,4534,75,1.027,0.62
"0",29,"F",0,"Post-Graduate","Divorced","Less than $40K","Blue",17,3,2,4,2585,2008,577,1.266,3519,73,0.622,0.777
"0",44,"M",5,"Uneducated","Divorced","$60K - $80K","Blue",39,5,2,0,16034,1597,14437,0.775,3628,59,0.903,0.1
"0",59,"M",1,"Graduate","Married","$40K - $60K","Blue",53,5,1,2,4188,2200,1988,0.867,4911,86,0.72,0.525
"0",29,"M",1,"Graduate","Married","$80K - $120K","Blue",14,5,3,2,14853,0,14853,1.025,1800,41,0.519,0
"0",50,"M",1,"Graduate","Single","$120K +","Blue",41,4,1,3,13032,1701,11331,0.904,4348,77,0.878,0.131
"0",39,"F",1,"Graduate","Married","Less than $40K","Blue",34,6,3,5,6458,1802,4656,0.923,2315,49,0.581,0.279
"0",52,"M",2,"Graduate","Married","$80K - $120K","Blue",36,4,3,2,2866,1882,984,0.803,4850,84,0.826,0.657
"0",67,"M",1,"Uneducated","Married","$40K - $60K","Blue",49,4,3,2,3106,1675,1431,0.781,1512,38,0.407,0.539
"0",46,"M",3,"Unknown","Single","$80K - $120K","Blue",35,2,1,1,11814,1440,10374,0.798,9185,100,0.695,0.122
"0",37,"F",4,"Graduate","Married","Less than $40K","Blue",28,4,3,1,1825,1389,436,1.595,2878,54,0.636,0.761
"0",50,"F",1,"High School","Married","Less than $40K","Blue",45,5,3,4,1652,1318,334,0.593,4533,69,0.533,0.798
"0",52,"F",2,"Graduate","Single","Unknown","Blue",46,3,3,3,8961,1382,7579,0.797,4408,80,0.778,0.154
"0",46,"F",4,"College","Married","Unknown","Blue",35,2,2,2,1438.3,0,1438.3,0.802,4659,74,1.114,0
"0",43,"M",2,"College","Married","$80K - $120K","Blue",24,6,1,4,1669,0,1669,0.698,3591,59,0.788,0
"0",37,"M",1,"High School","Married","$60K - $80K","Blue",27,6,3,3,10320,1799,8521,0.75,1754,45,0.5,0.174
"0",37,"M",1,"Uneducated","Single","$80K - $120K","Blue",36,6,1,2,3127,2378,749,0.862,2292,49,0.441,0.76
