"Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio"
"1",39,"M",2,"Uneducated","Single","$60K - $80K","Blue",36,5,3,3,13961,1299,12662,0.842,783,20,0.667,0.093
"0",46,"F",4,"Graduate","Divorced","Less than $40K","Blue",36,5,3,1,9478,820,8658,0.64,1327,41,0.864,0.087
"0",67,"F",0,"Unknown","Married","Unknown","Blue",56,4,3,3,10509,2388,8121,0.777,1365,34,1.429,0.227
"0",55,"M",0,"High School","Divorced","$60K - $80K","Blue",46,6,1,2,9734,0,9734,0.785,1476,38,0.9,0
"0",36,"F",2,"Unknown","Married","$40K - $60K","Blue",25,3,1,2,4789,1257,3532,1.134,1534,29,0.933,0.262
"0",58,"F",3,"Graduate","Married","Less than $40K","Blue",53,5,3,2,5798,1794,4004,0.564,1724,45,0.452,0.309
"0",48,"M",3,"Graduate","Unknown","$80K - $120K","Platinum",41,3,2,2,34516,1531,32985,0.862,1156,29,1.071,0.044
"1",53,"F",2,"Uneducated","Single","Less than $40K","Blue",45,1,1,1,1981,1518,463,1.019,973,25,0.923,0.766
"0",44,"M",5,"Unknown","Single","$80K - $120K","Blue",32,5,3,2,14910,877,14033,0.772,1150,26,0.625,0.059
"0",56,"M",4,"Uneducated","Single","Less than $40K","Blue",36,3,2,2,3864,1654,2210,0.491,1470,42,0.235,0.428
"1",35,"M",3,"Post-Graduate","Unknown","$80K - $120K","Blue",29,2,1,3,17030,1911,15119,0.528,715,25,0.562,0.112
"0",53,"M",2,"Post-Graduate","Unknown","$80K - $120K","Blue",36,4,2,0,29205,1208,27997,0.957,1556,43,1.048,0.041
"0",63,"M",2,"Graduate","Married","$60K - $80K","Blue",49,5,2,3,14035,2061,11974,2.271,1606,30,1.5,0.147
"0",46,"M",2,"Unknown","Married","$80K - $120K","Blue",30,6,3,0,18578,1385,17193,0.565,1606,54,0.421,0.075
"0",56,"M",3,"Graduate","Married","$60K - $80K","Blue",37,3,3,0,2783,1526,1257,0.942,1909,54,0.688,0.548
"0",58,"M",1,"High School","Single","$40K - $60K","Blue",46,4,1,0,5579,0,5579,0.481,1025,35,0.667,0
"0",46,"M",2,"Uneducated","Divorced","$80K - $120K","Blue",36,6,3,3,34516,1597,32919,0.858,1628,51,1.217,0.046
"0",46,"F",4,"Post-Graduate","Married","Less than $40K","Blue",37,5,3,2,3773,1972,1801,0.783,1528,25,1.083,0.523
"0",41,"M",1,"Graduate","Single","$80K - $120K","Blue",29,5,1,3,21684,1748,19936,0.715,1329,24,0.6,0.081
"0",48,"F",3,"High School","Divorced","$40K - $60K","Blue",40,4,1,2,1919,774,1145,0.965,1505,33,0.737,0.403
"0",49,"F",3,"Graduate","Single","$40K - $60K","Blue",33,5,3,2,9995,1713,8282,0.96,1172,38,0.462,0.171
"0",47,"M",3,"High School","Single","$80K - $120K","Blue",42,4,1,0,24480,1923,22557,0.505,1416,32,0.778,0.079
"0",54,"F",0,"College","Married","Less than $40K","Blue",40,3,1,2,1638,0,1638,0.75,1885,51,0.545,0
"0",55,"M",1,"High School","Married","$80K - $120K","Blue",45,3,3,3,16794,809,15985,1.566,1917,33,0.941,0.048
"0",48,"F",3,"College","Divorced","$40K - $60K","Blue",41,4,1,3,9336,1672,7664,0.696,1391,39,0.625,0.179
"0",65,"F",1,"High School","Married","Less than $40K","Blue",36,3,2,0,3198,2493,705,0.665,1936,44,1.316,0.78
"0",56,"M",3,"Post-Graduate","Married","$60K - $80K","Blue",39,3,1,2,3955,2517,1438,0.484,1238,25,1.083,0.636
"0",58,"M",2,"High School","Single","$60K - $80K","Blue",45,3,2,0,6385,1535,4850,1.138,1612,47,0.88,0.24
"0",41,"F",4,"Graduate","Single","$40K - $60K","Blue",31,4,2,3,2375,1658,717,0.638,1071,28,1,0.698
"0",33,"M",2,"Graduate","Married","$60K - $80K","Blue",13,3,3,3,1963,1721,242,0.68,1378,37,0.762,0.877
"1",50,"M",1,"Unknown","Single","$120K +","Blue",39,3,2,3,27512,2137,25375,1.048,1149,25,0.562,0.078
"0",55,"F",3,"Unknown","Married","$40K - $60K","Blue",47,5,2,0,1929,1540,389,1.142,2354,50,0.786,0.798
"0",50,"M",3,"High School","Single","$40K - $60K","Silver",44,4,3,4,19853,1513,18340,0.802,1878,55,0.41,0.076
"0",41,"M",2,"High School","Married","$40K - $60K","Blue",32,3,1,3,12804,2517,10287,0.892,1101,37,0.276,0.197
"0",48,"M",4,"College","Married","$80K - $120K","Blue",36,3,3,2,26443,1601,24842,0.493,1593,36,0.333,0.061
"0",50,"F",4,"Graduate","Single","Less than $40K","Blue",36,6,2,0,3125,1928,1197,0.412,1631,46,0.533,0.617
"0",39,"F",2,"College","Single","Less than $40K","Blue",36,6,3,3,9476,0,9476,0.605,1128,27,0.929,0
"0",47,"M",1,"Graduate","Married","$80K - $120K","Blue",37,6,3,3,11722,1667,10055,0.566,1497,35,0.25,0.142
"0",44,"M",2,"Graduate","Single","$120K +","Blue",33,4,1,3,13301,0,13301,1.058,1385,50,0.515,0
"0",42,"F",2,"Uneducated","Married","Unknown","Blue",31,4,2,0,22718,0,22718,0.791,1191,37,1.176,0
"0",65,"M",2,"Unknown","Married","Less than $40K","Blue",56,4,2,4,2318,1010,1308,0.81,1256,35,0.591,0.436
"0",48,"M",1,"College","Married","$60K - $80K","Blue",29,4,3,2,19324,1040,18284,0.904,1744,50,0.852,0.054
"0",36,"F",4,"Unknown","Married","Unknown","Blue",31,5,2,0,15700,1276,14424,1.389,2229,48,0.778,0.081
"0",45,"M",4,"Graduate","Single","$60K - $80K","Blue",30,6,2,2,17625,894,16731,1.285,1773,39,1.053,0.051
"0",60,"M",0,"Uneducated","Single","Less than $40K","Blue",53,5,3,2,2402,1728,674,0.652,1650,53,0.606,0.719
"1",57,"M",2,"College","Married","$40K - $60K","Blue",50,2,5,3,6462,0,6462,0.856,761,17,0.214,0
"1",48,"M",4,"Unknown","Single","$80K - $120K","Blue",36,1,3,1,11862,2517,9345,0.766,643,16,0.231,0.212
"0",54,"M",1,"Unknown","Married","$80K - $120K","Blue",36,4,1,2,6175,960,5215,0.709,1847,59,0.405,0.155
"0",47,"M",4,"Doctorate","Married","$60K - $80K","Blue",36,4,1,1,19665,706,18959,1.317,1110,58,0.349,0.036
"0",60,"M",0,"Graduate","Married","Less than $40K","Blue",36,6,2,2,1976,1311,665,0.995,1498,43,0.536,0.663
"0",57,"F",0,"High School","Married","$40K - $60K","Blue",45,3,2,2,2278,845,1433,1.328,2307,45,0.8,0.371
"0",50,"M",1,"Graduate","Married","$80K - $120K","Blue",45,3,2,2,16813,1185,15628,0.552,1482,46,0.643,0.07
"0",51,"M",4,"High School","Married","$80K - $120K","Blue",41,5,2,0,15897,1437,14460,0.584,1405,43,0.387,0.09
"0",56,"F",4,"Unknown","Married","Less than $40K","Blue",46,5,3,2,4271,1150,3121,1.064,2052,50,0.724,0.269
"0",55,"F",3,"Graduate","Single","Less than $40K","Blue",29,6,1,2,7361,1309,6052,0.504,1175,34,0.7,0.178
"0",38,"F",3,"High School","Married","Unknown","Blue",29,4,2,2,11327,1528,9799,1.142,2033,38,0.727,0.135
"0",39,"F",3,"Post-Graduate","Married","$40K - $60K","Blue",28,4,2,2,3249,2217,1032,1.06,1988,36,0.895,0.682
"0",42,"M",3,"Unknown","Single","$80K - $120K","Blue",33,3,3,2,3714,2170,1544,0.524,1454,35,0.522,0.584
"0",44,"F",3,"College","Unknown","Less than $40K","Blue",25,6,3,2,3083,1040,2043,0.729,4311,78,0.56,0.337
"0",51,"M",2,"Graduate","Married","$40K - $60K","Blue",40,5,1,2,12240,1566,10674,0.539,1422,26,0.529,0.128
"0",43,"M",2,"College","Married","$60K - $80K","Blue",28,4,2,3,22157,1355,20802,0.69,1911,55,0.571,0.061
"0",46,"M",3,"Graduate","Married","$40K - $60K","Blue",32,6,2,3,11477,0,11477,0.767,1260,27,0.688,0
"0",50,"M",2,"High School","Unknown","$60K - $80K","Blue",41,6,2,2,3244,1762,1482,0.661,1274,32,1,0.543
"0",54,"M",3,"High School","Married","$80K - $120K","Blue",36,6,1,2,1438.3,1133,305.3,0.759,1935,41,0.708,0.788
"0",58,"F",2,"Uneducated","Married","$40K - $60K","Blue",49,3,1,3,6175,1166,5009,0.803,1417,25,0.25,0.189
"1",54,"F",2,"Graduate","Married","Less than $40K","Blue",45,3,1,3,1438.3,306,1132.3,1.035,694,15,0.364,0.213
"0",45,"F",0,"College","Divorced","Less than $40K","Blue",35,6,1,3,5923,1686,4237,0.702,1236,35,0.591,0.285
"1",48,"F",2,"Unknown","Married","Less than $40K","Blue",36,5,1,3,7151,800,6351,0.986,854,22,0.375,0.112
"0",58,"F",2,"Uneducated","Married","$40K - $60K","Blue",47,3,2,2,2848,1468,1380,0.517,1135,27,0.421,0.515
"0",44,"M",3,"College","Unknown","$80K - $120K","Blue",35,6,1,2,6361,1292,5069,1.027,1571,38,0.52,0.203
"0",57,"M",4,"High School","Married","$80K - $120K","Blue",38,4,1,3,15428,1553,13875,0.747,1916,40,0.538,0.101
"0",41,"M",4,"Post-Graduate","Married","$60K - $80K","Blue",32,5,3,2,18001,906,17095,0.62,1194,25,0.471,0.05
"0",40,"F",5,"College","Married","Less than $40K","Blue",35,3,1,3,2448,1693,755,0.502,1269,30,0.875,0.692
"0",53,"M",2,"Graduate","Single","$60K - $80K","Blue",47,6,3,0,13848,1389,12459,1.178,1773,38,0.407,0.1
"0",41,"M",3,"Uneducated","Married","$80K - $120K","Blue",24,4,3,3,4119,1656,2463,0.561,1455,35,0.667,0.402
"0",40,"M",5,"Graduate","Unknown","$40K - $60K","Blue",25,6,2,3,7860,541,7319,0.764,1367,35,0.75,0.069
"0",49,"F",3,"Post-Graduate","Married","$40K - $60K","Blue",36,6,2,2,5918,842,5076,0.56,1292,26,0.733,0.142
"0",46,"M",4,"Graduate","Single","$40K - $60K","Blue",41,5,3,2,6741,1745,4996,0.559,1682,46,0.438,0.259
"0",50,"M",3,"Graduate","Divorced","$80K - $120K","Blue",36,4,3,1,34516,1542,32974,0.869,1770,65,0.585,0.045
"0",44,"F",5,"Unknown","Single","Less than $40K","Blue",24,4,3,3,2003,1224,779,0.646,1756,42,0.355,0.611
"0",39,"M",2,"Uneducated","Single","$40K - $60K","Blue",32,6,3,2,7723,1902,5821,1.181,1241,22,1,0.246
"1",59,"F",1,"Unknown","Married","Unknown","Blue",50,3,2,3,1438.3,0,1438.3,0.57,724,16,0.231,0
"0",46,"M",4,"Uneducated","Single","$80K - $120K","Blue",28,4,3,2,19843,1178,18665,0.909,1638,49,0.633,0.059
"0",39,"M",1,"College","Single","$40K - $60K","Blue",24,4,3,3,3770,1197,2573,0.621,1602,49,0.441,0.318
"0",50,"M",1,"Uneducated","Single","$60K - $80K","Blue",45,5,2,2,10344,1274,9070,0.445,1617,47,0.424,0.123
"0",43,"M",2,"High School","Single","$60K - $80K","Blue",36,4,3,2,6976,0,6976,0.519,1217,39,1.438,0
"0",42,"M",3,"High School","Single","$80K - $120K","Blue",36,4,3,1,21134,1508,19626,0.505,1556,35,0.842,0.071
"0",55,"M",1,"Post-Graduate","Married","$80K - $120K","Blue",45,5,3,3,9959,1890,8069,1.043,2041,45,0.875,0.19
"0",40,"F",2,"Graduate","Married","Less than $40K","Blue",28,3,1,2,2421,1747,674,0.691,1346,30,1.308,0.722
"0",33,"F",2,"High School","Single","Less than $40K","Blue",36,4,1,1,8070,2350,5720,1.03,2117,61,0.649,0.291
"0",46,"M",0,"Unknown","Married","$60K - $80K","Gold",36,3,3,2,34516,1092,33424,0.737,1409,39,0.345,0.032
"0",45,"M",2,"Unknown","Single","$60K - $80K","Silver",26,6,3,2,32349,1630,30719,0.646,1343,41,0.519,0.05
"0",42,"M",4,"Graduate","Single","$60K - $80K","Blue",36,5,1,0,2727,834,1893,0.568,1294,26,0.444,0.306
